state,year,Month,Unemployed_prct
Montana,1980,7,6.3
Nebraska,1980,7,4.3
Nevada,1980,7,6.6
New Hampshire,1980,7,5
New Jersey,1980,7,7.6
New Mexico,1980,7,7.8
New York,1980,7,7.7
New York city,1980,7,8.5
North Carolina,1980,7,7.1
North Dakota,1980,7,5.3
Ohio,1980,7,9.4
Oklahoma,1980,7,5.6
Oregon,1980,7,9.4
Pennsylvania,1980,7,8.6
Rhode Island,1980,7,7.4
South Carolina,1980,7,7.4
South Dakota,1980,7,5.2
Tennessee,1980,7,7.9
Texas,1980,7,5.3
Utah,1980,7,6.5
Vermont,1980,7,6.6
Virginia,1980,7,5.6
Washington,1980,7,8.4
West Virginia,1980,7,10
Wisconsin,1980,7,7.1
Wyoming,1980,7,3.9
Alabama,1980,8,9.7
Alaska,1980,8,10
Arizona,1980,8,7.1
Arkansas,1980,8,8.2
California,1980,8,7.2
Los Angeles County,1980,8,7.1
Colorado,1980,8,6.4
Connecticut,1980,8,6.2
Delaware,1980,8,8
District of Columbia,1980,8,7.7
Florida,1980,8,6.4
Georgia,1980,8,6.9
Hawaii,1980,8,5.1
Idaho,1980,8,8
Illinois,1980,8,8.9
Indiana,1980,8,10.5
Iowa,1980,8,6.8
Kansas,1980,8,4.8
Kentucky,1980,8,8.7
Louisiana,1980,8,6.7
Maine,1980,8,8
Maryland,1980,8,6.9
Massachusetts,1980,8,5.8
Michigan,1980,8,13.5
Minnesota,1980,8,6.1
Mississippi,1980,8,7.8
Missouri,1980,8,7.9
Montana,1980,8,6.4
Nebraska,1980,8,4.3
Nevada,1980,8,6.7
New Hampshire,1980,8,5
New Jersey,1980,8,7.6
New Mexico,1980,8,7.9
New York,1980,8,7.6
New York city,1980,8,8.5
North Carolina,1980,8,7.1
North Dakota,1980,8,5.4
Ohio,1980,8,9.5
Oklahoma,1980,8,5.6
Oregon,1980,8,9.3
Pennsylvania,1980,8,8.6
Rhode Island,1980,8,7.5
South Carolina,1980,8,7.5
South Dakota,1980,8,5.2
Tennessee,1980,8,8
Texas,1980,8,5.3
Utah,1980,8,6.7
Vermont,1980,8,6.7
Virginia,1980,8,5.6
Washington,1980,8,8.5
West Virginia,1980,8,10.1
Wisconsin,1980,8,8.5
Wyoming,1980,8,4.1
Alabama,1980,9,9.7
Alaska,1980,9,9.9
Arizona,1980,9,6.9
Arkansas,1980,9,8.2
California,1980,9,7.2
Los Angeles County,1980,9,7.2
Colorado,1980,9,6.4
Connecticut,1980,9,6.2
Delaware,1980,9,8
District of Columbia,1980,9,8
Florida,1980,9,6.4
Georgia,1980,9,6.6
Hawaii,1980,9,5.2
Idaho,1980,9,7.9
Illinois,1980,9,8.9
Indiana,1980,9,10.2
Iowa,1980,9,6.8
Kansas,1980,9,4.8
Kentucky,1980,9,8.8
Louisiana,1980,9,6.9
Maine,1980,9,8
Maryland,1980,9,6.8
Massachusetts,1980,9,5.8
Michigan,1980,9,13.2
Minnesota,1980,9,6
Mississippi,1980,9,7.9
Missouri,1980,9,7.8
Montana,1980,9,6.4
Nebraska,1980,9,4.3
Nevada,1980,9,6.7
New Hampshire,1980,9,5
New Jersey,1980,9,7.6
New Mexico,1980,9,8
New York,1980,9,7.6
New York city,1980,9,8.5
North Carolina,1980,9,6.9
North Dakota,1980,9,5.4
Ohio,1980,9,9.4
Oklahoma,1980,9,5.3
Oregon,1980,9,9.1
Pennsylvania,1980,9,8.5
Rhode Island,1980,9,7.5
South Carolina,1980,9,7.5
South Dakota,1980,9,5.2
Tennessee,1980,9,8.1
Texas,1980,9,5.3
Utah,1980,9,6.8
Vermont,1980,9,6.7
Virginia,1980,9,5.4
Washington,1980,9,8.5
West Virginia,1980,9,10.2
Wisconsin,1980,9,8.7
Wyoming,1980,9,4.2
Alabama,1980,10,9.6
Alaska,1980,10,9.8
Arizona,1980,10,6.7
Arkansas,1980,10,8.2
California,1980,10,7.1
Los Angeles County,1980,10,7.2
Colorado,1980,10,6.4
Connecticut,1980,10,6.2
Delaware,1980,10,7.9
District of Columbia,1980,10,8.2
Florida,1980,10,6.4
Georgia,1980,10,6.3
Hawaii,1980,10,5.2
Idaho,1980,10,7.7
Illinois,1980,10,8.9
Indiana,1980,10,9.8
Iowa,1980,10,6.6
Kansas,1980,10,4.7
Kentucky,1980,10,8.8
Louisiana,1980,10,7.1
Maine,1980,10,8
Maryland,1980,10,6.8
Massachusetts,1980,10,5.7
Michigan,1980,10,12.9
Minnesota,1980,10,5.9
Mississippi,1980,10,8.1
Missouri,1980,10,7.7
Montana,1980,10,6.4
Nebraska,1980,10,4.3
Nevada,1980,10,6.8
New Hampshire,1980,10,4.9
New Jersey,1980,10,7.6
New Mexico,1980,10,8
New York,1980,10,7.5
New York city,1980,10,8.5
North Carolina,1980,10,6.7
North Dakota,1980,10,5.3
Ohio,1980,10,9.2
Oklahoma,1980,10,5
Oregon,1980,10,8.9
Pennsylvania,1980,10,8.3
Rhode Island,1980,10,7.4
South Carolina,1980,10,7.3
South Dakota,1980,10,5.2
Tennessee,1980,10,8.1
Texas,1980,10,5.3
Utah,1980,10,6.8
Vermont,1980,10,6.5
Virginia,1980,10,5.3
Washington,1980,10,8.5
West Virginia,1980,10,10.2
Wisconsin,1980,10,8.6
Wyoming,1980,10,4.3
Alabama,1980,11,9.6
Alaska,1980,11,9.6
Arizona,1980,11,6.5
Arkansas,1980,11,8.2
California,1980,11,7.1
Los Angeles County,1980,11,7.1
Colorado,1980,11,6.3
Connecticut,1980,11,6.2
Delaware,1980,11,7.9
District of Columbia,1980,11,8.4
Florida,1980,11,6.4
Georgia,1980,11,6.1
Hawaii,1980,11,5.2
Idaho,1980,11,7.4
Illinois,1980,11,8.9
Indiana,1980,11,9.6
Iowa,1980,11,6.5
Kansas,1980,11,4.6
Kentucky,1980,11,8.8
Louisiana,1980,11,7.3
Maine,1980,11,7.9
Maryland,1980,11,6.7
Massachusetts,1980,11,5.7
Michigan,1980,11,12.6
Minnesota,1980,11,5.9
Mississippi,1980,11,8.2
Missouri,1980,11,7.6
Montana,1980,11,6.4
Nebraska,1980,11,4.2
Nevada,1980,11,6.9
New Hampshire,1980,11,4.9
New Jersey,1980,11,7.6
New Mexico,1980,11,8
New York,1980,11,7.6
New York city,1980,11,8.6
North Carolina,1980,11,6.6
North Dakota,1980,11,5.3
Ohio,1980,11,9.1
Oklahoma,1980,11,4.6
Oregon,1980,11,8.9
Pennsylvania,1980,11,8.1
Rhode Island,1980,11,7.3
South Carolina,1980,11,7.3
South Dakota,1980,11,5.3
Tennessee,1980,11,8.2
Texas,1980,11,5.3
Utah,1980,11,6.7
Vermont,1980,11,6.3
Virginia,1980,11,5.2
Washington,1980,11,8.5
West Virginia,1980,11,10.1
Wisconsin,1980,11,8.4
Wyoming,1980,11,4.4
Alabama,1980,12,9.6
Alaska,1980,12,9.4
Arizona,1980,12,6.3
Arkansas,1980,12,8.2
California,1980,12,7.1
Los Angeles County,1980,12,7
Colorado,1980,12,6.2
Connecticut,1980,12,6.1
Delaware,1980,12,7.8
District of Columbia,1980,12,8.5
Florida,1980,12,6.4
Georgia,1980,12,6
Hawaii,1980,12,5.2
Idaho,1980,12,7.2
Illinois,1980,12,8.9
Indiana,1980,12,9.4
Iowa,1980,12,6.3
Kansas,1980,12,4.5
Kentucky,1980,12,8.7
Louisiana,1980,12,7.5
Maine,1980,12,7.8
Maryland,1980,12,6.7
Massachusetts,1980,12,5.7
Michigan,1980,12,12.5
Minnesota,1980,12,5.8
Mississippi,1980,12,8.3
Missouri,1980,12,7.6
Montana,1980,12,6.4
Nebraska,1980,12,4.1
Nevada,1980,12,6.9
New Hampshire,1980,12,4.8
New Jersey,1980,12,7.5
New Mexico,1980,12,7.9
New York,1980,12,7.6
New York city,1980,12,8.8
North Carolina,1980,12,6.5
North Dakota,1980,12,5.2
Ohio,1980,12,9
Oklahoma,1980,12,4.2
Oregon,1980,12,8.9
Pennsylvania,1980,12,7.9
Rhode Island,1980,12,7.2
South Carolina,1980,12,7.2
South Dakota,1980,12,5.2
Tennessee,1980,12,8.3
Texas,1980,12,5.2
Utah,1980,12,6.7
Vermont,1980,12,6.1
Virginia,1980,12,5.2
Washington,1980,12,8.5
West Virginia,1980,12,10.2
Wisconsin,1980,12,8.3
Wyoming,1980,12,4.4
Alabama,1982,1,12.5
Alaska,1982,1,9.8
Arizona,1982,1,7.9
Arkansas,1982,1,9.6
California,1982,1,8.7
Los Angeles County,1982,1,8
Colorado,1982,1,6.1
Connecticut,1982,1,6.6
Delaware,1982,1,8.6
District of Columbia,1982,1,9.7
Florida,1982,1,7.6
Georgia,1982,1,7.4
Hawaii,1982,1,6.1
Idaho,1982,1,9.6
Illinois,1982,1,9.4
Indiana,1982,1,11.5
Iowa,1982,1,7.9
Kansas,1982,1,5
Kentucky,1982,1,9.9
Louisiana,1982,1,9.4
Maine,1982,1,8
Maryland,1982,1,8.3
Massachusetts,1982,1,7.5
Michigan,1982,1,14.4
Minnesota,1982,1,6.6
Mississippi,1982,1,9.7
Missouri,1982,1,8.6
Montana,1982,1,8
Nebraska,1982,1,5
Nevada,1982,1,8.5
New Hampshire,1982,1,6.2
New Jersey,1982,1,8.3
New Mexico,1982,1,7.7
New York,1982,1,7.9
New York city,1982,1,9.2
North Carolina,1982,1,8.6
North Dakota,1982,1,4.9
Ohio,1982,1,11.4
Oklahoma,1982,1,4.5
Oregon,1982,1,11.3
Pennsylvania,1982,1,9.8
Rhode Island,1982,1,9
South Carolina,1982,1,10
South Dakota,1982,1,4.9
Tennessee,1982,1,10.7
Texas,1982,1,5.7
Utah,1982,1,7.1
Vermont,1982,1,6.4
Virginia,1982,1,7
Washington,1982,1,11.3
West Virginia,1982,1,10.8
Wisconsin,1982,1,9.1
Wyoming,1982,1,4.2
Alabama,1982,2,12.8
Alaska,1982,2,9.8
Arizona,1982,2,8.3
Arkansas,1982,2,9.7
California,1982,2,9
Los Angeles County,1982,2,8.3
Colorado,1982,2,6.3
Connecticut,1982,2,6.6
Delaware,1982,2,8.7
District of Columbia,1982,2,9.9
Florida,1982,2,7.8
Georgia,1982,2,7.5
Hawaii,1982,2,6.2
Idaho,1982,2,9.8
Illinois,1982,2,9.7
Indiana,1982,2,11.6
Iowa,1982,2,8.1
Kansas,1982,2,5.2
Kentucky,1982,2,10.1
Louisiana,1982,2,9.6
Maine,1982,2,8.1
Maryland,1982,2,8.4
Massachusetts,1982,2,7.6
Michigan,1982,2,14.7
Minnesota,1982,2,6.8
Mississippi,1982,2,10
Missouri,1982,2,8.6
Montana,1982,2,8.2
Nebraska,1982,2,5.1
Nevada,1982,2,8.9
New Hampshire,1982,2,6.5
New Jersey,1982,2,8.6
New Mexico,1982,2,8
New York,1982,2,8
New York city,1982,2,9.2
North Carolina,1982,2,8.7
North Dakota,1982,2,5
Ohio,1982,2,11.7
Oklahoma,1982,2,4.7
Oregon,1982,2,11.5
Pennsylvania,1982,2,10.1
Rhode Island,1982,2,9.2
South Carolina,1982,2,10.3
South Dakota,1982,2,5
Tennessee,1982,2,10.9
Texas,1982,2,5.9
Utah,1982,2,7.3
Vermont,1982,2,6.6
Virginia,1982,2,7.2
Washington,1982,2,11.5
West Virginia,1982,2,11.1
Wisconsin,1982,2,9.4
Wyoming,1982,2,4.3
Alabama,1982,3,13.1
Alaska,1982,3,9.8
Arizona,1982,3,8.8
Arkansas,1982,3,9.8
California,1982,3,9.2
Los Angeles County,1982,3,8.6
Colorado,1982,3,6.5
Connecticut,1982,3,6.7
Delaware,1982,3,8.6
District of Columbia,1982,3,10.2
Florida,1982,3,7.9
Georgia,1982,3,7.5
Hawaii,1982,3,6.4
Idaho,1982,3,10
Illinois,1982,3,10.1
Indiana,1982,3,11.7
Iowa,1982,3,8.3
Kansas,1982,3,5.4
Kentucky,1982,3,10.3
Louisiana,1982,3,9.8
Maine,1982,3,8.3
Maryland,1982,3,8.5
Massachusetts,1982,3,7.7
Michigan,1982,3,14.8
Minnesota,1982,3,7
Mississippi,1982,3,10.3
Missouri,1982,3,8.6
Montana,1982,3,8.4
Nebraska,1982,3,5.3
Nevada,1982,3,9.2
New Hampshire,1982,3,6.7
New Jersey,1982,3,8.7
New Mexico,1982,3,8.3
New York,1982,3,8.1
New York city,1982,3,9.3
North Carolina,1982,3,8.8
North Dakota,1982,3,5.1
Ohio,1982,3,12
Oklahoma,1982,3,4.8
Oregon,1982,3,11.5
Pennsylvania,1982,3,10.3
Rhode Island,1982,3,9.4
South Carolina,1982,3,10.6
South Dakota,1982,3,5.1
Tennessee,1982,3,11.2
Texas,1982,3,6
Utah,1982,3,7.4
Vermont,1982,3,6.8
Virginia,1982,3,7.2
Washington,1982,3,11.7
West Virginia,1982,3,11.5
Wisconsin,1982,3,9.7
Wyoming,1982,3,4.6
Alabama,1982,4,13.3
Alaska,1982,4,9.9
Arizona,1982,4,9.3
Arkansas,1982,4,9.8
California,1982,4,9.5
Los Angeles County,1982,4,8.8
Colorado,1982,4,6.7
Connecticut,1982,4,6.8
Delaware,1982,4,8.6
District of Columbia,1982,4,10.3
Florida,1982,4,8.1
Georgia,1982,4,7.5
Hawaii,1982,4,6.5
Idaho,1982,4,10
Illinois,1982,4,10.5
Indiana,1982,4,11.7
Iowa,1982,4,8.4
Kansas,1982,4,5.7
Kentucky,1982,4,10.4
Louisiana,1982,4,9.9
Maine,1982,4,8.4
Maryland,1982,4,8.4
Massachusetts,1982,4,7.7
Michigan,1982,4,14.9
Minnesota,1982,4,7.3
Mississippi,1982,4,10.6
Missouri,1982,4,8.7
Montana,1982,4,8.5
Nebraska,1982,4,5.5
Nevada,1982,4,9.4
New Hampshire,1982,4,6.8
New Jersey,1982,4,8.7
New Mexico,1982,4,8.7
New York,1982,4,8.2
New York city,1982,4,9.3
North Carolina,1982,4,8.9
North Dakota,1982,4,5.3
Ohio,1982,4,12.1
Oklahoma,1982,4,5
Oregon,1982,4,11.5
Pennsylvania,1982,4,10.5
Rhode Island,1982,4,9.6
South Carolina,1982,4,10.8
South Dakota,1982,4,5.2
Tennessee,1982,4,11.3
Texas,1982,4,6.2
Utah,1982,4,7.6
Vermont,1982,4,6.9
Virginia,1982,4,7.3
Washington,1982,4,11.8
West Virginia,1982,4,12
Wisconsin,1982,4,10
Wyoming,1982,4,5
Alabama,1982,5,13.6
Alaska,1982,5,9.9
Arizona,1982,5,9.7
Arkansas,1982,5,9.8
California,1982,5,9.7
Los Angeles County,1982,5,8.9
Colorado,1982,5,6.9
Connecticut,1982,5,6.8
Delaware,1982,5,8.5
District of Columbia,1982,5,10.5
Florida,1982,5,8.2
Georgia,1982,5,7.5
Hawaii,1982,5,6.5
Idaho,1982,5,9.9
Illinois,1982,5,10.9
Indiana,1982,5,11.7
Iowa,1982,5,8.4
Kansas,1982,5,6.1
Kentucky,1982,5,10.6
Louisiana,1982,5,10
Maine,1982,5,8.4
Maryland,1982,5,8.4
Massachusetts,1982,5,7.8
Michigan,1982,5,14.9
Minnesota,1982,5,7.6
Mississippi,1982,5,10.8
Missouri,1982,5,8.7
Montana,1982,5,8.5
Nebraska,1982,5,5.6
Nevada,1982,5,9.7
New Hampshire,1982,5,6.9
New Jersey,1982,5,8.6
New Mexico,1982,5,9
New York,1982,5,8.2
New York city,1982,5,9.3
North Carolina,1982,5,8.9
North Dakota,1982,5,5.4
Ohio,1982,5,12.3
Oklahoma,1982,5,5.2
Oregon,1982,5,11.4
Pennsylvania,1982,5,10.7
Rhode Island,1982,5,9.7
South Carolina,1982,5,11.1
South Dakota,1982,5,5.3
Tennessee,1982,5,11.4
Texas,1982,5,6.5
Utah,1982,5,7.8
Vermont,1982,5,7
Virginia,1982,5,7.3
Washington,1982,5,11.9
West Virginia,1982,5,12.6
Wisconsin,1982,5,10.3
Wyoming,1982,5,5.5
Alabama,1982,6,13.9
Alaska,1982,6,9.9
Arizona,1982,6,10.1
Arkansas,1982,6,9.8
California,1982,6,9.9
Los Angeles County,1982,6,9.1
Colorado,1982,6,7.2
Connecticut,1982,6,6.9
Delaware,1982,6,8.4
District of Columbia,1982,6,10.5
Florida,1982,6,8.3
Georgia,1982,6,7.4
Hawaii,1982,6,6.5
Idaho,1982,6,9.8
Illinois,1982,6,11.3
Indiana,1982,6,11.8
Iowa,1982,6,8.5
Kansas,1982,6,6.4
Kentucky,1982,6,10.7
Louisiana,1982,6,10.1
Maine,1982,6,8.4
Maryland,1982,6,8.3
Massachusetts,1982,6,7.8
Michigan,1982,6,14.9
Minnesota,1982,6,7.9
Mississippi,1982,6,11
Missouri,1982,6,8.9
Montana,1982,6,8.6
Nebraska,1982,6,5.7
Nevada,1982,6,9.9
New Hampshire,1982,6,6.9
New Jersey,1982,6,8.6
New Mexico,1982,6,9.3
New York,1982,6,8.3
New York city,1982,6,9.3
North Carolina,1982,6,9
North Dakota,1982,6,5.5
Ohio,1982,6,12.4
Oklahoma,1982,6,5.5
Oregon,1982,6,11.4
Pennsylvania,1982,6,10.9
Rhode Island,1982,6,9.8
South Carolina,1982,6,11.2
South Dakota,1982,6,5.4
Tennessee,1982,6,11.5
Texas,1982,6,6.7
Utah,1982,6,8
Vermont,1982,6,7.1
Virginia,1982,6,7.3
Washington,1982,6,12
West Virginia,1982,6,13.2
Wisconsin,1982,6,10.5
Wyoming,1982,6,6
Alabama,1982,7,14.2
Alaska,1982,7,9.9
Arizona,1982,7,10.5
Arkansas,1982,7,9.8
California,1982,7,10.1
Los Angeles County,1982,7,9.3
Colorado,1982,7,7.4
Connecticut,1982,7,6.9
Delaware,1982,7,8.3
District of Columbia,1982,7,10.5
Florida,1982,7,8.4
Georgia,1982,7,7.5
Hawaii,1982,7,6.4
Idaho,1982,7,9.8
Illinois,1982,7,11.7
Indiana,1982,7,11.9
Iowa,1982,7,8.5
Kansas,1982,7,6.6
Kentucky,1982,7,10.8
Louisiana,1982,7,10.3
Maine,1982,7,8.4
Maryland,1982,7,8.2
Massachusetts,1982,7,7.8
Michigan,1982,7,15.1
Minnesota,1982,7,8.2
Mississippi,1982,7,11.2
Missouri,1982,7,9.1
Montana,1982,7,8.6
Nebraska,1982,7,5.8
Nevada,1982,7,10.1
New Hampshire,1982,7,6.9
New Jersey,1982,7,8.6
New Mexico,1982,7,9.6
New York,1982,7,8.4
New York city,1982,7,9.4
North Carolina,1982,7,9.2
North Dakota,1982,7,5.6
Ohio,1982,7,12.7
Oklahoma,1982,7,5.9
Oregon,1982,7,11.4
Pennsylvania,1982,7,11.1
Rhode Island,1982,7,9.9
South Carolina,1982,7,11.4
South Dakota,1982,7,5.6
Tennessee,1982,7,11.6
Texas,1982,7,6.9
Utah,1982,7,8.2
Vermont,1982,7,7.1
Virginia,1982,7,7.4
Washington,1982,7,12.1
West Virginia,1982,7,13.9
Wisconsin,1982,7,10.7
Wyoming,1982,7,6.5
Alabama,1982,8,14.6
Alaska,1982,8,9.9
Arizona,1982,8,10.9
Arkansas,1982,8,9.9
California,1982,8,10.3
Los Angeles County,1982,8,9.6
Colorado,1982,8,7.8
Connecticut,1982,8,6.9
Delaware,1982,8,8.2
District of Columbia,1982,8,10.6
Florida,1982,8,8.6
Georgia,1982,8,7.7
Hawaii,1982,8,6.3
Idaho,1982,8,9.8
Illinois,1982,8,12
Indiana,1982,8,12
Iowa,1982,8,8.6
Kansas,1982,8,6.8
Kentucky,1982,8,10.9
Louisiana,1982,8,10.4
Maine,1982,8,8.4
Maryland,1982,8,8.2
Massachusetts,1982,8,7.8
Michigan,1982,8,15.4
Minnesota,1982,8,8.4
Mississippi,1982,8,11.4
Missouri,1982,8,9.3
Montana,1982,8,8.6
Nebraska,1982,8,5.8
Nevada,1982,8,10.3
New Hampshire,1982,8,6.9
New Jersey,1982,8,8.6
New Mexico,1982,8,9.8
New York,1982,8,8.5
New York city,1982,8,9.5
North Carolina,1982,8,9.3
North Dakota,1982,8,5.7
Ohio,1982,8,12.9
Oklahoma,1982,8,6.4
Oregon,1982,8,11.5
Pennsylvania,1982,8,11.4
Rhode Island,1982,8,9.9
South Carolina,1982,8,11.4
South Dakota,1982,8,5.7
Tennessee,1982,8,11.8
Texas,1982,8,7.2
Utah,1982,8,8.5
Vermont,1982,8,7.1
Virginia,1982,8,7.5
Washington,1982,8,12.2
West Virginia,1982,8,14.6
Wisconsin,1982,8,10.9
Wyoming,1982,8,6.9
Alabama,1982,9,14.9
Alaska,1982,9,10
Arizona,1982,9,11.2
Arkansas,1982,9,10
California,1982,9,10.5
Los Angeles County,1982,9,9.9
Colorado,1982,9,8
Connecticut,1982,9,7
Delaware,1982,9,8.2
District of Columbia,1982,9,10.6
Florida,1982,9,8.8
Georgia,1982,9,7.9
Hawaii,1982,9,6.2
Idaho,1982,9,9.9
Illinois,1982,9,12.3
Indiana,1982,9,12.2
Iowa,1982,9,8.7
Kansas,1982,9,7
Kentucky,1982,9,11.1
Louisiana,1982,9,10.6
Maine,1982,9,8.4
Maryland,1982,9,8.2
Massachusetts,1982,9,7.8
Michigan,1982,9,15.8
Minnesota,1982,9,8.6
Mississippi,1982,9,11.6
Missouri,1982,9,9.6
Montana,1982,9,8.6
Nebraska,1982,9,5.9
Nevada,1982,9,10.4
New Hampshire,1982,9,6.9
New Jersey,1982,9,8.8
New Mexico,1982,9,9.9
New York,1982,9,8.7
New York city,1982,9,9.6
North Carolina,1982,9,9.5
North Dakota,1982,9,5.9
Ohio,1982,9,13.3
Oklahoma,1982,9,6.8
Oregon,1982,9,11.6
Pennsylvania,1982,9,11.8
Rhode Island,1982,9,10
South Carolina,1982,9,11.5
South Dakota,1982,9,5.8
Tennessee,1982,9,12.1
Texas,1982,9,7.5
Utah,1982,9,8.8
Vermont,1982,9,7.1
Virginia,1982,9,7.6
Washington,1982,9,12.2
West Virginia,1982,9,15.3
Wisconsin,1982,9,11.1
Wyoming,1982,9,7.4
Alabama,1982,10,15.2
Alaska,1982,10,10.1
Arizona,1982,10,11.4
Arkansas,1982,10,10.1
California,1982,10,10.7
Los Angeles County,1982,10,10.3
Colorado,1982,10,8.3
Connecticut,1982,10,7
Delaware,1982,10,8.1
District of Columbia,1982,10,10.7
Florida,1982,10,9
Georgia,1982,10,8.2
Hawaii,1982,10,6.2
Idaho,1982,10,10
Illinois,1982,10,12.6
Indiana,1982,10,12.4
Iowa,1982,10,8.8
Kansas,1982,10,7
Kentucky,1982,10,11.4
Louisiana,1982,10,10.8
Maine,1982,10,8.5
Maryland,1982,10,8.2
Massachusetts,1982,10,7.7
Michigan,1982,10,16.2
Minnesota,1982,10,8.8
Mississippi,1982,10,11.8
Missouri,1982,10,9.9
Montana,1982,10,8.7
Nebraska,1982,10,6
Nevada,1982,10,10.6
New Hampshire,1982,10,6.9
New Jersey,1982,10,8.9
New Mexico,1982,10,10
New York,1982,10,8.9
New York city,1982,10,9.8
North Carolina,1982,10,9.7
North Dakota,1982,10,6
Ohio,1982,10,13.6
Oklahoma,1982,10,7.3
Oregon,1982,10,11.8
Pennsylvania,1982,10,12.1
Rhode Island,1982,10,10
South Carolina,1982,10,11.6
South Dakota,1982,10,5.9
Tennessee,1982,10,12.5
Texas,1982,10,7.8
Utah,1982,10,9
Vermont,1982,10,7.2
Virginia,1982,10,7.8
Washington,1982,10,12.2
West Virginia,1982,10,16.8
Wisconsin,1982,10,11.4
Wyoming,1982,10,7.7
Alabama,1982,11,15.4
Alaska,1982,11,10.2
Arizona,1982,11,11.5
Arkansas,1982,11,10.2
California,1982,11,10.9
Los Angeles County,1982,11,10.6
Colorado,1982,11,8.4
Connecticut,1982,11,7.1
Delaware,1982,11,8.1
District of Columbia,1982,11,10.8
Florida,1982,11,9.2
Georgia,1982,11,8.5
Hawaii,1982,11,6.2
Idaho,1982,11,10.1
Illinois,1982,11,12.8
Indiana,1982,11,12.5
Iowa,1982,11,8.9
Kansas,1982,11,7
Kentucky,1982,11,11.7
Louisiana,1982,11,11.1
Maine,1982,11,8.6
Maryland,1982,11,8.2
Massachusetts,1982,11,7.7
Michigan,1982,11,16.4
Minnesota,1982,11,8.9
Mississippi,1982,11,12
Missouri,1982,11,10.2
Montana,1982,11,8.7
Nebraska,1982,11,6.1
Nevada,1982,11,10.8
New Hampshire,1982,11,6.9
New Jersey,1982,11,9
New Mexico,1982,11,10.2
New York,1982,11,9.1
New York city,1982,11,9.9
North Carolina,1982,11,9.9
North Dakota,1982,11,6.1
Ohio,1982,11,13.9
Oklahoma,1982,11,7.8
Oregon,1982,11,11.9
Pennsylvania,1982,11,12.4
Rhode Island,1982,11,10
South Carolina,1982,11,11.7
South Dakota,1982,11,5.9
Tennessee,1982,11,12.7
Texas,1982,11,8.1
Utah,1982,11,9.2
Vermont,1982,11,7.2
Virginia,1982,11,7.9
Washington,1982,11,12.2
West Virginia,1982,11,17.7
Wisconsin,1982,11,11.6
Wyoming,1982,11,8.1
Alabama,1982,12,15.5
Alaska,1982,12,10.3
Arizona,1982,12,11.5
Arkansas,1982,12,10.3
California,1982,12,11
Los Angeles County,1982,12,10.8
Colorado,1982,12,8.4
Connecticut,1982,12,7.1
Delaware,1982,12,8.1
District of Columbia,1982,12,11
Florida,1982,12,9.4
Georgia,1982,12,8.6
Hawaii,1982,12,6.3
Idaho,1982,12,10.2
Illinois,1982,12,13
Indiana,1982,12,12.6
Iowa,1982,12,9
Kansas,1982,12,7
Kentucky,1982,12,11.9
Louisiana,1982,12,11.3
Maine,1982,12,8.6
Maryland,1982,12,8.1
Massachusetts,1982,12,7.6
Michigan,1982,12,16.5
Minnesota,1982,12,8.9
Mississippi,1982,12,12.3
Missouri,1982,12,10.4
Montana,1982,12,8.8
Nebraska,1982,12,6.2
Nevada,1982,12,10.8
New Hampshire,1982,12,6.8
New Jersey,1982,12,9.1
New Mexico,1982,12,10.4
New York,1982,12,9.2
New York city,1982,12,9.9
North Carolina,1982,12,10
North Dakota,1982,12,6.2
Ohio,1982,12,14
Oklahoma,1982,12,8.2
Oregon,1982,12,11.9
Pennsylvania,1982,12,12.6
Rhode Island,1982,12,9.9
South Carolina,1982,12,11.8
South Dakota,1982,12,5.9
Tennessee,1982,12,12.9
Texas,1982,12,8.3
Utah,1982,12,9.4
Vermont,1982,12,7.3
Virginia,1982,12,7.9
Washington,1982,12,12.1
West Virginia,1982,12,18.3
Wisconsin,1982,12,11.8
Wyoming,1982,12,8.6
Alabama,1986,1,9.2
Alaska,1986,1,10.3
Arizona,1986,1,6.4
Arkansas,1986,1,8.7
California,1986,1,6.8
Los Angeles County,1986,1,6.5
Colorado,1986,1,6.6
Connecticut,1986,1,3.9
Delaware,1986,1,4.7
District of Columbia,1986,1,7.2
Florida,1986,1,5.7
Georgia,1986,1,5.8
Hawaii,1986,1,5.3
Idaho,1986,1,8.2
Illinois,1986,1,8.7
Indiana,1986,1,6.9
Iowa,1986,1,7.3
Kansas,1986,1,5.3
Kentucky,1986,1,9.7
Louisiana,1986,1,12.2
Maine,1986,1,5.4
Maryland,1986,1,4.3
Massachusetts,1986,1,3.9
Michigan,1986,1,8.9
Minnesota,1986,1,6
Mississippi,1986,1,10.7
Missouri,1986,1,6.1
Montana,1986,1,7.9
Nebraska,1986,1,5.4
Nevada,1986,1,6.9
New Hampshire,1986,1,3.2
New Jersey,1986,1,5.5
New Mexico,1986,1,8.6
New York,1986,1,6.5
New York city,1986,1,7.8
North Carolina,1986,1,5
North Dakota,1986,1,5.9
Ohio,1986,1,8.5
Oklahoma,1986,1,7.5
Oregon,1986,1,8.6
Pennsylvania,1986,1,7.5
Rhode Island,1986,1,4.1
South Carolina,1986,1,6.8
South Dakota,1986,1,4.8
Tennessee,1986,1,8
Texas,1986,1,7.7
Utah,1986,1,5.7
Vermont,1986,1,4.5
Virginia,1986,1,5.1
Washington,1986,1,7.9
West Virginia,1986,1,11.9
Wisconsin,1986,1,7.1
Wyoming,1986,1,7.8
